y_pred_LR,y_pred_SVR,y_pred_DT,y_pred_RF,y_pred_RFU,y_pred_GB,y_pred_XGB,y_pred_BT,y_pred_NN
105.84815928682113,-0.7939852520123238,111.70790649999999,113.52527860114924,112.72325043263538,111.828369755864,112.86258,111.97781955,9.271723494816527
262.0151702945639,0.4991644230015052,265.3099105,266.44835900641925,258.76362698414573,257.8690351501268,249.203,268.7303969,9.271723494816527
239.0051522926037,0.5122505533239026,322.985389,237.834092403048,231.9592290841704,256.120278752047,289.5574,284.40696345,9.271723494816527
241.52028033178559,0.406286417638284,250.4047145,260.3086966297796,258.2801914567918,255.07555545475546,255.8874,257.9356229,9.271723494816527
303.6426369557803,0.8306942406315623,311.90875,298.9953222886534,312.27338526466735,294.67611862179757,285.5117,298.89172175,9.271723494816527
105.43386776165325,-0.8447724818618468,114.6978605,108.9860791614364,110.20415958801543,107.2207546237207,107.933235,109.4364679,9.271723494816527
126.94296919870307,-0.7343861379548379,106.1182395,123.85176542875546,120.93998561686894,128.88660007971075,111.88055,108.83616100000002,9.271723494816527
106.58635162163912,-0.8336880651146128,106.7409645,110.63311861719586,111.02243838138526,107.93605520828737,113.97316,110.06262335,9.271723494816527
120.02180285786014,-0.8911909366869699,105.99544250000001,109.27917895543375,109.99806582347925,108.03498084029431,124.681526,106.38712559999999,9.271723494816527
358.12311428755396,0.7875632920794697,319.78654900000004,317.996708040389,323.21193113623417,348.2925836124342,356.19376,329.4813503,9.271723494816527
429.8989749406059,2.138312952933566,445.75354699999997,445.97245519850077,440.1469960001795,434.16706944276444,436.56564,468.4017056499999,9.271723494816527
134.9499301417694,-0.7731933622006399,110.6119105,109.54898556920351,108.43267248016147,115.46132538552872,108.124565,109.99163270000001,9.271723494816527
300.6735430328587,0.8538420836942757,401.155949,306.14492465605383,302.76460718089527,363.3811370353151,308.73657,277.2468714,9.271723494816527
209.18579837025825,-0.12620741129965346,192.167691,182.0823612777898,174.4509003900039,173.04865336834288,180.95732,178.9713835,9.271723494816527
260.3941069042808,0.4915834663579395,256.593727,261.75568745920896,261.39081941064103,258.9863867352314,257.24484,257.2181125999999,9.271723494816527
280.1525091568145,0.9869932997502169,316.1111605,309.79054727954804,308.77536384803295,316.6619998907559,311.09216,310.46037905,9.271723494816527
