date only,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-10-09,0,103.9804355,105.7948595,109.1588855,104.87956299999999,104.81466850000001,108.452475,105.654801,131.6281145,221.3699975,564.222499,494.913425,519.616161,539.8698,542.5877214999999,612.6530240000001,581.3775895,588.7034575,588.494353,454.1741,239.9267655,134.5523,102.4312705,114.56916399999999,109.817226
2017-10-11,0,113.6722215,113.183874,112.848258,109.50892250000001,109.042425,111.886858,107.793916,135.01115,227.762215,471.8085795,412.5802215,423.55853550000006,435.40101699999997,465.11330250000003,467.93238949999994,536.4670995,528.7169044999999,495.106142,403.8087575,189.3339645,145.74867700000001,112.513953,116.309735,109.9782605
2017-10-12,0,113.3833645,117.04739099999999,102.854505,102.5247885,109.9564105,101.971765,100.773074,138.0410895,224.9582045,555.3396,345.854473,373.8969815,376.0784855,360.5090495,379.65926349999995,374.03288849999996,390.417111,368.863834,333.2961855,197.184014,143.1762765,124.36146000000001,111.85015,109.488165
2017-10-13,0,119.87237749999998,111.47760749999999,115.42677649999999,109.1453385,107.2688605,117.6484845,105.0510855,146.0609135,198.07461999999998,350.5030605,390.5506145,381.11054049999996,375.71075,372.811692,374.552263,394.565989,375.6015,367.18335049999996,329.78205,173.7949,134.4594375,109.29151499999999,106.6898355,107.10629650000001
2017-10-16,0,107.838927,115.4744095,112.28409099999999,109.9529145,116.69866499999999,107.50593300000001,115.5428,144.7311225,209.604428,371.7740355,383.0988905,401.1622855,389.322863,377.6739725,389.0866645,394.071305,395.245087,383.2964145,349.7815735,194.95793600000002,143.91873950000002,115.0946565,105.0183105,104.4510845
2017-10-17,0,113.30645249999999,109.0518205,108.801201,111.065735,117.0358105,108.11117800000001,109.195375,135.927976,233.5255895,338.7224145,376.638064,393.3404225,375.3757895,387.440267,380.6014355,386.6381535,396.390901,376.6356605,344.081564,188.312477,136.3730605,120.4116355,102.291212,102.5929605
2017-10-18,0,110.591153,101.363024,104.4921625,112.846947,101.8465645,105.646498,112.65466699999999,135.3535395,241.44381099999998,345.038594,368.008625,374.5380605,381.4951005,366.195075,493.0393505,423.4816235,410.2993,380.80857349999997,335.55503849999997,199.1262605,148.264923,116.73602849999999,104.6979895,108.13412050000001
2017-10-25,0,114.73129099999998,105.8691495,103.12238599999999,111.6834345,103.4053435,104.9418355,112.2829985,143.8763505,418.58045,296.82788,401.155949,423.7224105,403.373287,430.9123715,441.95273949999995,453.762883,465.307986,422.7990295,333.4093685,198.7657355,149.1566215,122.1399705,108.96966450000001,107.99122150000001
2017-11-11,2,106.425669,107.09121999999999,103.7247905,109.49756049999999,107.33703249999999,104.26448549999999,104.425083,117.8534375,280.0333145,185.24692199999998,208.4562105,192.167691,206.3878895,163.6724505,123.9150645,122.13276,118.3249605,119.91607749999999,116.79262,114.636025,111.0261865,107.42181049999999,104.3488265,105.1384855
2017-11-12,2,105.48218600000001,462.5109675,105.2704595,105.9469355,105.4220985,108.82283249999999,104.8400145,106.11671000000001,107.3344105,109.6360895,105.9871395,105.67097,110.375275,106.113651,106.03914250000001,106.726325,109.95794,111.4277895,111.16624499999999,112.4401,116.7487015,112.15233549999999,110.83281399999998,109.260925
2017-11-13,0,111.01482450000002,110.1036795,109.8008385,112.03915249999999,108.0956645,110.1814655,109.807175,146.57832150000002,377.72095,278.2219495,311.52419,363.3071605,360.49856150000005,366.6248645,383.501586,394.1882025,385.1243855,303.4058225,219.6871105,197.957067,164.2973605,119.27478,106.223775,111.3303385
2017-11-15,1,109.9673355,104.48101899999999,110.844176,103.39725899999999,102.695874,111.5370395,106.998139,140.593825,314.563962,283.796977,309.5526645,322.177376,341.4208895,335.9802395,372.5169355,353.2163935,378.1306375,274.7928105,231.18807650000002,190.4810895,154.085763,116.6862105,102.4033025,101.65930999999999
2017-11-22,1,108.6327375,104.4091325,106.39180149999999,107.54788500000001,102.1979125,110.2513855,107.892678,152.75335,193.5580065,224.88653650000003,419.8696,341.7643715,321.056908,330.26275,368.3833525,345.760081,341.0638605,269.4885045,224.4869,178.002336,141.031262,118.481625,110.0927545,113.14257749999999
2017-11-23,1,110.464423,112.72371299999999,109.41977450000002,112.5465095,108.4426425,112.4582355,110.053206,137.4546355,187.91284050000002,209.6243115,411.0603355,381.348924,333.1688,343.50385,346.684336,370.4521105,315.733374,263.0702855,227.2109395,176.0028425,144.251078,110.53193950000001,105.128216,114.238355
2017-11-30,1,114.102011,101.1617855,104.18517,105.7977,105.252324,112.1960355,109.17483600000001,129.789,177.84239399999998,221.89549,241.0092145,260.732991,376.4792145,292.20092400000004,326.7739605,290.4041985,251.954098,241.2093605,208.16254650000002,180.4373,146.011751,116.4532895,110.5004755,108.36398249999999
2017-12-05,1,121.6107635,113.7089295,113.6870795,116.96305,114.40616299999999,116.44367549999998,113.71461049999999,158.3799435,203.9042,230.372853,253.49168250000002,274.5415355,267.3515745,262.0713035,271.781225,272.0261635,265.082015,255.3428145,231.3082515,200.22640800000002,163.7620355,128.8321885,117.01133850000001,122.271726
2017-12-06,1,116.46923999999999,111.74679950000001,110.364787,107.33834350000001,106.9791295,111.295597,113.30710800000001,145.504831,191.2589495,231.21036349999997,278.570894,284.758377,272.0973945,281.7284375,270.2191685,292.2964085,275.442848,271.940293,229.3509285,201.530853,156.239299,117.472155,123.65308300000001,113.52670049999999
2017-12-07,1,118.78621399999999,112.77964899999999,113.0560515,111.08518149999999,109.690059,109.41431200000001,116.505074,150.03346200000001,209.3385135,231.658944,266.5479315,271.3287115,263.035981,259.220534,265.1753145,274.7856,257.287683,245.31366450000002,206.3896375,174.570575,141.27532649999998,116.6280895,105.29099850000001,108.9478145
2017-12-09,2,102.97336899999999,105.4880855,106.8043295,103.032801,105.0838605,104.8089875,102.9644105,115.27338950000001,114.4321645,120.11447549999998,120.2259105,121.2567935,123.244925,122.48978899999999,124.545,120.92467350000001,121.9667,120.64805249999999,115.3533605,119.98709,115.930856,108.474325,108.13783500000001,103.5727145
2017-12-10,2,105.41270300000001,103.06535749999999,102.115975,103.9035235,104.2325845,106.201925,101.7185235,103.601775,108.400472,109.2353605,106.77308400000001,102.14503549999999,104.775994,107.0250145,108.00782749999999,114.0388645,106.249995,109.020575,109.04919850000002,109.7234895,109.81394850000001,107.0612855,110.148909,107.1524
2017-12-11,1,110.59071599999999,105.8494845,109.0387105,106.158225,107.3540755,105.960701,113.9842395,150.2635425,185.3244895,217.44114900000002,265.7976025,277.5896105,282.596975,265.313625,284.776731,277.8883,271.6538395,249.23857999999998,215.024102,174.7381645,149.2453325,109.5596145,102.743944,106.275341
2017-12-13,1,106.48925249999999,107.28852549999999,105.091945,105.12035,105.3338245,103.5836395,111.6972,149.27417450000002,201.511625,235.199081,268.1386115,290.1280145,268.83366,267.4804895,278.7188185,296.8272245,277.4113145,274.86622650000004,221.87473250000002,189.0424855,152.2322275,117.88796049999999,111.295597,102.58575
2017-12-15,1,111.9119855,111.4937765,108.0445355,109.19406399999998,110.593775,113.342505,117.97142749999999,149.705275,177.2035,209.7344355,245.6051435,246.2204395,248.6130145,235.3011205,250.86618650000003,242.7244395,246.3353705,228.5363605,206.1029655,167.99263249999998,141.5952105,109.90091149999999,106.6133605,106.9922395
2017-12-19,1,117.38584750000001,111.85976399999998,111.56478899999999,112.3564145,112.31009250000001,114.0607145,115.31119,151.61758700000001,183.419825,212.549808,239.5452645,258.714925,244.86792450000002,246.0312185,241.169375,262.28281150000004,248.6165105,250.785123,200.107981,172.6187145,139.26753,123.5890625,113.543525,112.625825
2017-12-20,1,111.35699550000001,108.648251,108.5562625,110.4663895,107.73448400000001,112.11650149999998,113.8822,144.60832549999998,177.039625,216.43779700000002,247.344185,249.63625,238.9662395,231.8759145,233.30381200000002,241.7905705,241.3551,230.10540899999998,201.8138105,169.9482075,154.113731,127.1379395,121.65402649999999,118.35008799999999
2018-01-16,1,111.751825,107.731425,111.3913,107.73645049999999,108.8931895,108.09195,108.7109605,140.77233950000002,176.0635855,205.335375,218.1504,251.9305,253.0411355,246.1221145,247.1272145,257.4220605,250.3645105,252.509525,213.9115,182.742475,138.5908355,124.4538855,111.096325,108.6419145
2018-01-17,1,108.6528395,107.272575,107.7932605,107.92086450000001,107.5856855,111.4277895,111.1581605,137.884425,175.4992,193.0847355,215.3536,238.2486855,235.0878645,241.6572855,232.385675,236.22035,222.5204,227.44036450000002,203.0776145,174.1045145,144.1044645,123.3723105,109.9891855,107.78605
2018-01-18,1,109.2209395,108.4124895,110.8924645,109.25,110.1421355,106.8209355,108.26543899999999,138.71254,166.963716,191.4752645,237.09347599999998,241.1088505,236.70105,226.86592799999997,241.15845,239.748688,237.6111025,235.19973650000003,207.50945,166.5575245,131.6023315,121.58803950000001,113.198295,112.57622549999999
2018-01-19,1,115.7348615,111.021161,109.3044065,111.314825,110.4161345,112.4254605,112.4363855,146.7387005,187.7352,202.3749185,224.295494,248.052125,233.7152475,227.932208,229.1809355,246.1330395,234.7308355,225.4445855,188.3105105,150.5974105,121.0999105,104.2282145,103.8821105,100.8012605
2018-01-20,2,103.2886645,104.082475,101.931998,101.0162645,103.274025,100.979775,102.17781049999999,115.91425,114.7162145,115.25503549999999,118.40515,124.3227855,132.0358355,129.362925,124.2755895,120.37165,119.7526395,115.7029605,119.14805,113.8566355,114.22808549999999,109.9236355,107.644025,106.1654355
2018-01-21,2,108.0336105,107.1443155,107.1377605,106.191,109.7453395,105.8923105,105.940599,107.2653645,105.0838605,105.3534895,106.64985,110.2041895,109.3664605,108.8604145,110.681175,109.6614355,109.1151855,110.4152605,107.7132895,106.2930395,107.3709,108.2630355,107.1596105,106.7226105
2018-01-22,1,108.48153549999999,107.09121999999999,106.18990749999999,106.1955885,108.495301,107.6621605,108.96267250000001,144.79995,162.8111235,197.4097245,244.8001895,248.458098,249.251253,234.3703105,245.459841,248.228673,242.2000395,234.51167999999998,211.2202355,162.3492145,131.5551355,117.498375,114.6978605,116.70085
2018-01-23,1,114.73063549999999,113.5326,112.3564145,110.02938950000001,111.5698145,111.1328145,113.8129355,145.051225,177.9317605,206.7628355,235.3500645,245.9800895,242.851825,231.752025,240.2116895,237.216273,236.42508450000003,233.7877895,206.3258355,165.240625,133.7764065,120.098525,112.0177395,113.55445
2018-01-24,1,112.2943605,113.3942895,111.3185395,109.5705395,109.7816105,108.5435895,114.82175,141.0489605,177.6551395,212.73531450000002,241.3295355,264.9712355,244.60550600000002,240.732375,241.1438105,238.2268355,235.5174355,224.4869,203.06516000000002,160.2479,127.3608095,116.8138145,114.9674895,116.6315855
2018-01-25,1,116.110463,117.42495900000002,112.312059,111.183725,113.2229855,110.7648605,113.2741145,147.8770855,175.75921499999998,207.9318105,235.0550895,249.81105,246.2042705,232.2218,239.312125,235.8342605,237.345625,222.76075,190.599298,165.415425,135.8543415,120.03668950000001,113.81665,115.3717145
2018-01-26,1,116.0700405,111.66202150000001,114.9600605,113.591595,110.2988,111.3985105,113.7074,143.3943395,176.0089605,206.1291855,220.4665,239.399525,241.4425,228.7732145,239.049925,239.378986,236.1366645,218.1941,195.8234145,155.4813225,132.430665,116.4751395,112.5784105,114.8617355
2018-01-27,2,111.414024,112.20652350000002,114.248406,110.92021399999999,111.85015,109.3428625,109.7234895,121.2537345,129.9377985,128.5909645,129.1035655,141.49535600000002,140.5429145,141.642625,137.2182185,119.7307895,120.97908000000001,125.098242,117.36006450000001,117.201652,115.00179399999999,111.3001855,108.5243615,107.4091375
2018-01-28,2,109.50892250000001,108.9705385,109.13812800000001,107.469225,108.8529855,106.62799999999999,107.85662549999999,107.24307749999998,109.6251645,110.675494,109.2572105,109.80564550000001,111.44876550000001,109.479425,110.3916625,108.76427450000001,113.9440355,112.296327,109.5351425,112.0430855,111.44177350000001,107.85837350000001,110.637475,112.08547450000002
2018-01-29,1,111.04475900000001,110.594649,109.4962495,111.68649350000001,111.6825605,111.82982949999999,111.5186855,156.2727295,193.13215,218.56423900000001,246.683878,257.0252645,241.41912050000002,239.52603650000003,243.026625,256.47988849999996,240.89777949999998,237.31722000000002,193.30826100000002,156.55131699999998,134.9091105,115.040687,107.39209450000001,105.8879405
2018-01-30,1,109.17090300000001,103.057273,103.6789055,108.50032649999999,100.83075799999999,105.60039450000001,108.09304250000001,138.9177115,182.090034,196.55648200000002,220.58754900000002,256.802176,242.3420645,236.86711,243.21977900000002,251.8813375,237.7706075,228.051946,192.7049825,157.33988349999998,133.8109295,115.3454945,109.815478,109.110597
2018-01-31,1,106.25917199999999,109.8873645,106.533608,104.58546199999999,105.40483700000001,106.650724,111.552553,140.2199715,177.2268795,209.923875,237.510811,235.397916,252.60413549999998,232.98349100000001,239.845702,237.6552395,229.3338855,223.831837,188.511749,163.898598,131.8990545,120.2211035,111.19224650000001,107.9400925
2018-02-01,1,112.2746955,106.65902700000001,108.5601955,109.4914425,112.03259750000001,109.938275,114.504488,150.3771625,176.0526605,209.4280985,232.04809249999997,247.78905099999997,239.63200899999998,236.139068,246.852123,242.25138700000002,235.847589,233.4456185,201.2006995,174.4820825,142.259669,119.69189650000001,111.70790649999999,115.6557645
2018-02-02,1,115.7632665,112.806743,113.83522250000001,112.67739099999999,107.8079,114.237481,113.0154105,150.9915845,188.094414,217.9683895,246.3659605,240.09566600000002,243.26435299999997,236.7086975,231.61284049999998,245.9267755,223.80474300000003,219.350402,206.6754355,165.4117105,140.9471395,117.2617395,110.84505,111.052625
2018-02-03,2,110.124,111.3731645,107.8260355,113.2557605,109.00965,109.1698105,107.1779645,120.9251105,130.7466855,133.6636605,138.4562395,147.411025,140.921575,140.1714645,130.499125,118.8567895,120.52088549999999,120.4444105,118.9004895,120.2149855,117.2398895,109.4685,108.98058950000001,107.6368145
2018-02-04,2,106.4604105,110.0001105,107.7023645,107.3016355,105.73215,106.1728645,105.5754855,104.1735895,108.3578645,108.0738145,104.8509395,106.4604105,108.39785,105.0694395,108.780225,109.9454855,110.00753950000001,109.2244355,112.7606395,110.3025145,111.2127855,108.8167145,109.9492,108.3141645
2018-02-05,1,108.4159855,109.1042605,108.1319355,110.5245105,108.8966855,112.014025,114.4321645,164.5158605,198.5253855,233.521875,258.037575,270.6631605,264.3122395,253.0302105,264.4140605,260.8088105,248.1213895,243.6893355,204.4104645,167.3965645,135.6520105,118.88585,113.15743549999999,112.9170855
2018-02-06,1,110.0840145,108.8276395,109.829025,109.086125,109.1772395,112.37455,113.2704,161.0307855,212.7388105,236.0964605,260.8708645,281.2532,261.4498895,261.6281855,265.794325,278.6056355,267.607875,252.3856355,230.1860355,172.7533105,135.852375,120.5864355,110.4299,110.8304105
2018-02-09,1,120.70988799999999,111.74548850000001,114.19509199999999,108.20272949999999,111.5479645,116.7351545,121.584325,172.979895,196.7485435,226.5117395,250.5908765,260.5394,261.9109245,246.2484075,240.50295,246.4166525,239.96740649999998,227.2109395,193.53419,146.400244,121.4276605,109.22225049999999,106.7846645,107.68248100000001
2018-02-10,2,105.337102,105.297335,107.9256715,106.43135,106.398575,107.89486299999999,105.8888145,113.1875885,117.410975,116.90055900000002,118.065164,116.36938549999999,116.436902,115.487301,113.8203645,120.88818400000001,117.5239395,116.371352,118.1785655,121.3074855,116.8854825,107.8273465,109.9017855,111.36945
2018-02-11,2,109.4031685,107.216202,107.96937150000001,106.3887425,105.4098625,106.12545,106.2943505,105.755311,104.3119,106.953128,106.4678395,105.05064850000001,104.8352075,106.88298950000001,106.64569850000001,104.6542895,106.813725,106.92253799999999,106.5115395,107.81095900000001,108.1170775,106.1073145,105.01241100000001,106.857425
2018-02-12,2,103.8995905,104.142781,102.342341,106.702727,103.61422950000001,103.514375,107.3899095,136.3621355,157.0479675,170.73218549999999,195.1491235,195.9234875,189.8474395,183.846337,200.9835105,197.853061,194.951381,178.6418855,162.589783,151.1729395,126.0061095,113.29334250000001,108.889475,108.538127
