date only,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-01-05,1,113.87564499999999,113.99669399999999,112.3961815,111.5479645,102.83068850000001,108.672723,117.6257605,146.875263,176.54363,196.5042605,223.61595899999998,239.3411855,231.60366349999998,230.00511749999998,231.4789,248.707188,242.1417,244.740102,209.59197350000002,167.010475,129.060958,117.92838300000001,109.6395855,113.76246200000001
2017-01-06,1,115.19647749999999,104.650575,113.686424,108.93099,110.615625,111.89909399999999,113.4379895,147.2823285,182.992002,213.54005,243.860858,257.3674355,253.4138965,231.5188855,244.226627,249.30194500000002,243.1031,232.58888,193.6821145,155.0657355,125.821477,112.8480395,112.035875,112.2253145
2017-01-11,1,110.790425,108.5789865,104.681602,106.67126299999998,108.649125,103.492525,111.49618000000001,141.0708105,159.22684950000001,207.913675,230.7104355,252.8628395,249.75205499999998,231.74372200000002,254.5487855,242.36981400000002,244.39225,226.972556,202.8700395,168.2998435,146.6298875,116.1508855,108.680152,106.76587350000001
2017-01-16,1,101.1447425,102.2433605,104.743219,103.5215855,103.830763,106.5805855,110.5594705,135.6957105,169.1760285,205.4046395,240.0744715,255.131525,247.73289649999998,242.0396605,244.76828849999998,260.0405645,252.662038,249.3122145,212.10100899999998,185.6448105,148.4871375,127.4691855,112.91643,115.1932
2017-01-17,1,111.76427949999999,112.2934865,107.6293855,104.6258845,105.7577145,107.4065155,113.3141,145.988153,182.4000855,213.4817105,242.720725,248.96611049999998,248.9407645,246.11031549999998,245.5103145,258.3834605,248.3508145,254.8350205,215.7906,163.7817005,130.0256355,119.45832,110.1093605,109.43463249999999
2017-01-18,1,110.7358,106.3087715,105.6666,104.463102,107.0905645,103.3878635,113.9221855,150.481824,188.270525,226.99091,251.6973605,272.341459,282.9210105,265.85222749999997,271.693825,261.8239615,258.8606645,244.785987,212.9245355,178.731689,145.4263895,128.1211895,116.5916,122.54616200000001
2017-01-19,1,119.7259825,112.42393100000001,108.037325,103.860916,107.92086450000001,109.8218145,117.42561450000001,143.4852355,188.073875,221.389881,253.87515,264.4586345,265.8670855,260.25819049999996,259.6726105,269.3040905,268.9260855,252.29321000000002,221.2531,168.4785765,138.9150895,118.4241595,111.992175,112.4401
2017-01-20,1,110.07308950000001,101.9588735,104.7089145,107.88022350000001,109.850875,109.46434850000001,115.8886855,151.6514545,196.902149,222.1561605,253.4886235,284.1446105,272.01917149999997,265.160675,258.8969355,260.725562,265.4484395,247.1071125,214.5851355,154.7598355,134.8582,109.56267350000002,110.7395145,113.30077150000001
2017-01-24,1,108.5492705,104.479708,105.349775,103.929962,104.1006105,104.575848,109.7307,135.1385355,173.9515645,216.738453,239.6654395,256.001155,241.7739645,235.03760950000003,241.650075,250.292187,245.6960395,238.84235,212.8270845,170.9581145,144.103372,118.3468105,108.6939175,111.9884605
2017-01-25,1,108.6108875,107.5074625,108.4824095,105.1166355,103.65618149999999,106.9594645,106.7261065,133.798475,176.5552105,230.4119645,251.319137,268.2378105,273.1868355,249.50187250000002,260.6305145,267.8877735,282.1964645,264.117556,221.5954895,173.0447895,151.74825,118.447976,112.494725,108.22610900000001
2017-01-26,1,113.8566355,113.27433300000001,101.2054855,111.50710500000001,106.376725,107.76310749999999,116.0599895,145.5343285,183.5218645,236.2231905,259.545225,275.931851,263.2088145,261.957028,270.4228105,278.8001005,268.25245,261.740276,218.9734895,174.2050245,135.5973855,107.87345,106.51569099999999,101.67023499999999
2017-01-28,2,106.94264,102.4727855,105.631203,105.51365,103.0697275,104.78538950000001,105.9617935,115.5246645,124.2554875,119.3628355,123.14288549999999,128.335975,123.693724,127.2834605,128.80902749999998,132.5130395,130.586525,122.7058855,117.702891,113.9186895,112.90332,103.3249355,102.479122,104.76703549999999
2017-01-29,2,102.4277745,103.91335600000001,103.339575,104.751085,104.3483895,102.587935,104.7489,102.640375,103.1038135,104.81073549999999,103.205853,103.216778,106.30025,104.836737,105.808625,104.6132115,104.62566600000001,105.1022145,105.413577,107.6258895,105.49682549999999,105.9106645,104.62217,103.4840035
2017-02-16,1,109.3118355,111.3290275,104.13994050000001,102.5566895,104.4867,102.519326,107.469225,148.542855,175.6440655,219.8400605,238.9295315,255.5538855,257.0715865,243.23179649999997,264.7383145,257.4382295,240.754225,231.278317,206.1536575,154.3193395,128.560156,116.3986645,113.606016,109.8545895
2017-02-17,1,107.3942795,109.80127549999999,109.99333700000001,106.7698065,104.29005,103.369291,113.82167549999998,130.1239605,162.06582,204.2391605,243.90193599999998,235.4920895,244.69815,221.526225,239.7563355,236.63265950000002,233.5583645,223.79010350000001,186.282175,148.02610249999998,124.295473,110.0001105,105.7786905,102.1660115
2017-03-01,1,106.1510145,107.25400249999998,106.12129850000001,102.9438715,101.7714005,101.3038105,111.465153,136.5443645,181.88988799999998,221.0929395,254.98381899999998,252.62598549999998,388.325192,293.42365,298.3991135,301.715725,297.8637885,259.9566605,209.11214750000002,177.3710895,139.29418700000002,114.9163605,113.1377705,113.38817150000001
2017-03-05,2,106.529675,105.09434850000001,105.7856825,107.928075,104.7674725,105.6410355,104.241106,108.22305,105.326177,105.7249395,107.24242199999999,110.1714145,107.6805145,109.6797895,110.40215049999999,114.9893395,111.98627549999999,109.3192645,117.709883,111.1765145,111.19465,109.75255,112.7715645,106.9266895
2017-03-06,1,104.644894,106.659901,105.262375,104.67002149999999,105.2223895,105.08604550000001,115.6229895,142.6295895,168.7001355,196.9215955,234.79638549999999,257.386008,381.7632,284.907394,307.5022605,297.0540275,283.2924605,239.6566995,215.32453950000001,175.5383115,146.3475855,114.51453899999998,111.3840895,105.5680565
2017-03-29,1,115.78686450000001,111.644323,110.497198,111.5261145,112.7641355,114.7944375,117.999177,140.0311875,171.1036355,221.941375,243.682125,359.987927,295.0569375,332.165448,311.9360625,297.92475,311.90875,245.92175,226.092875,195.7486875,145.584802,128.086448,123.12475,112.2270625
2017-03-30,1,118.3450625,113.7565625,111.271125,111.7354375,112.536677,109.149927,122.79700000000001,137.9554375,185.28799999999998,214.80603900000003,242.2546645,378.3425825,303.4652545,310.2846395,318.69732650000003,303.638525,322.9917255,255.360513,214.949375,172.0073515,151.5666765,117.7642895,104.186044,108.70375
2017-05-16,0,106.617075,106.0928935,103.62515450000001,105.74569699999999,103.7001,101.38837,113.5763,134.849023,477.60101449999996,406.6815955,427.21491449999996,429.593724,489.52018949999996,475.0725325,519.4909605,504.87484000000006,530.070075,493.5165545,347.797375,181.9023425,126.7262855,101.0612755,108.0956645,104.067617
2017-06-21,0,116.5437485,112.0260425,109.69836200000002,117.1852645,107.49326,105.763177,113.64185,129.4566615,503.3366,588.544608,529.186898,544.5712645,559.51732,549.006159,567.29155,601.885344,545.3578645,549.2515344999999,482.4862375,200.0513895,135.3389,102.1013355,106.596099,108.43739850000001
2017-06-27,0,110.45043899999999,103.153413,101.5039565,105.77257250000001,103.36841700000001,102.3744605,102.5164855,136.6903225,462.34228550000006,384.024675,416.821525,468.7246705,435.044425,453.01233550000006,458.052038,444.7823144999999,430.608001,417.2039,393.73984049999996,189.326317,141.4531855,108.1314985,100.7103645,109.176147
2017-07-19,0,110.3715605,102.701992,101.2968185,106.1947145,102.443725,100.894997,110.4663895,133.585219,489.057625,355.4957855,422.78439000000003,419.7822,439.2123125,425.87113949999997,448.92638550000004,470.84586849999994,461.39923949999996,456.33003949999994,376.4355145,174.6214855,124.97894099999999,104.7307645,113.544399,111.59516049999999
2017-07-25,0,104.2682,103.72173149999999,112.54935,102.5435795,102.8698,110.804409,104.6031605,131.64625,482.04792649999996,353.4200355,424.291603,472.539025,455.5288,467.312942,504.024875,491.12245,470.49102450000004,426.03851050000003,356.616035,177.8115855,147.7934,108.898215,107.90251049999999,116.1692395
2017-07-26,0,106.5041105,115.906384,106.008334,105.196825,111.9775355,102.615903,106.6535645,137.010425,456.8522545,444.855075,454.131274,467.80478550000004,506.537625,510.00303499999995,492.16753550000004,496.53753550000005,470.626713,453.3001,392.8195185,181.6790355,151.9411855,112.6343465,112.41825,105.64475
2017-09-12,0,114.38802749999999,104.563612,103.0155395,103.4669605,113.1473845,103.49645799999999,103.4416145,130.5211935,430.52868550000005,320.4116775,327.9420615,407.841175,407.85647,410.5905605,437.8143495,450.73578399999997,449.56746449999997,424.840038,337.34215,172.166201,140.93818100000001,111.8245855,109.500401,121.6269325
2017-09-13,0,109.49909,109.05378700000001,114.03711650000001,109.5996,105.48677450000001,105.6336065,115.116725,134.2466185,410.2993,327.014092,389.7603,401.70547650000003,425.29561050000007,447.5083205,453.2701655,525.1719605000001,480.0967215,455.1392145,385.869689,166.049075,131.0088855,122.68753149999999,111.5261145,113.37833899999998
2017-09-14,0,121.41935749999999,109.3481065,109.0671155,117.56611000000001,107.593333,105.9578605,113.70696299999999,131.5079395,417.05728650000003,364.362297,383.3436105,381.134794,404.9679,401.56607349999996,432.40778550000005,448.24204349999997,434.884483,393.3836855,329.2137315,169.1664145,133.446253,122.5057395,110.7600535,109.884961
2017-09-20,0,109.8982895,106.0304025,101.19171999999999,101.991867,109.3773855,100.9236205,105.5208605,138.722591,217.38455750000003,440.721492,367.6553105,410.540524,412.23761349999995,418.62415,439.93511050000006,483.43387199999995,457.96878949999996,431.766488,330.5443965,184.424925,147.50978700000002,116.85511100000001,108.45618950000001,107.48714199999999
2017-09-26,0,104.4912885,111.19421299999999,101.2421935,100.673875,102.007162,106.9730115,100.9725645,139.3507785,220.7909725,456.82516050000004,407.980141,404.5311185,416.6176645,453.3195465,463.2162855,480.329424,470.46698949999995,439.58201449999996,360.6344685,171.0787265,141.7774395,112.3371865,110.25073,115.5827855
2017-09-27,0,107.9296045,105.4299645,111.57746200000001,101.7591645,101.7478025,110.45153149999999,104.109569,145.6995145,224.06169900000003,465.430783,420.863775,446.98916449999996,434.651125,447.01451050000003,476.271005,491.03723499999995,509.65125,484.83139800000004,382.4416425,174.2500355,141.68960249999998,114.6251,113.14519950000002,122.751552
2017-09-28,0,115.6714965,110.14279099999999,108.1546595,112.84213999999999,103.5652855,106.213724,113.65299350000001,145.7357855,225.495059,542.5973355000001,441.316249,480.05258449999997,481.68325,520.0649599999999,549.098366,581.05705,565.3868855000001,509.04469400000005,401.27525,182.23774,134.1153,120.478278,113.53762549999999,117.345425
2017-09-29,0,114.04104950000001,107.439072,116.60492849999999,109.18881999999999,105.06812849999999,111.9194145,105.54074399999999,139.035483,215.692275,547.4375474999999,434.80778949999996,450.4161185,477.03706600000004,467.39335,514.032175,544.8732315000001,527.9796855000001,521.4570235,382.0254,184.50729950000002,137.380564,119.89095,128.9847015,116.1696765
2017-10-03,0,110.69799950000001,101.68553,100.831195,102.0139355,108.7026575,100.7282815,103.22311450000001,137.928999,197.2253105,345.952361,387.3967855,502.04308,517.4261355000001,507.98234699999995,523.7626355000001,519.4795985000001,509.105,507.08824500000003,476.524465,273.2925895,156.8993875,111.7371855,118.757372,111.20164199999999
2017-10-04,0,112.3306315,119.880025,110.966099,111.07578600000001,119.8291145,110.2596885,109.2572105,153.7350705,218.0230145,467.61556449999995,502.37891449999995,508.30769349999997,511.6905105000001,497.48342199999996,561.490375,572.5003715,605.83495,527.0366395,441.47509850000006,232.2180855,140.679477,112.0103105,109.422178,111.0454145
2017-10-05,1,112.0841635,109.8034605,116.20485500000001,107.3068795,109.654225,110.85466399999999,101.626535,105.6703145,150.0572785,367.399884,245.692325,259.331969,252.4184105,285.3284435,288.90944,309.669125,315.4421135,307.5643145,282.069516,161.16516299999998,115.3533605,106.4451155,101.62435,107.347302
2017-10-06,0,111.99982250000001,105.78000149999998,103.801484,107.03637649999999,104.27191450000001,107.8531295,109.7706855,134.9235315,210.79656400000002,493.63891449999994,398.9834035,441.82513550000004,482.144722,460.26653550000003,524.806847,562.7445650000001,530.7655605,489.85427599999997,355.357475,208.7577405,120.69503,102.924425,103.108402,108.2276385
